,date,reviews,stars,route,country,year
3561,2024-03-21,The flight comfortable enough hour delay return leg However leg I told I put small expensive cabin case hold flight full Having done I not amused see passengers bringing much larger cases cabin BA stick cabin bag size limit not inconvenience comply,8,London Heathrow to Toulouse,United Kingdom,2024
3562,2024-03-21,We really good flying experience BA travelling young family The flights left time even arrived early nearly one flights Food generous quite tasty Economy class crew coming around water drinks throughout flights Our checked luggage also arrived safely undamaged VCE return flight YUL On flights crew attentive friendly helpful us children especially gentlemen served us return flights VCE YUL March th The B interior really dated really needs updated compete European counterparts There panels squeaking loudly hit turbulence seat covers coming seats tray tables not level loose eating The IFE B worked fine definitely responsive not newer larger screen like ones B Thankfully B interior updated one flew clogged sink one lavatories created problems passengers Unfortunately nearly flights garbage left seat pockets floors quite clean On incoming flight LHR B not assigned gate arrived early airport resulted significant delays airport buses get plane also slowed deplaning process We would definitely consider flying trans Atlantic BA received value service fare paid,8,Montreal to Venice via London Heathrow,Canada,2024
3563,2024-03-19,Waited hour check Paphos business check Staff utterly incompetent Flight crew business class removed ruck sack flight bins without consent make way another customer luggage I coerced luggage feet throughout flight Utterly outrageous last thing would expect BA business class,3,Paphos to London,United Kingdom,2024
3564,2024-03-19,Not great experience outset poorly managed bused us parking slot us wait minutes bus plane ready BA business class not Business class Tired small generally not worth ticket price Tables sit straight arm rests secure terrible screens It not patch first class airlines apparently BA think They long way go,3,London to Houston,Singapore,2024
3565,2024-03-14,Boarding difficult caused vast majority passengers carrying much hand luggage FA friendly The seats BA European flights extremely narrow There choice breakfast surprising Champagne Castelau European flights better quality brand used club intercontinental flight Nothing wrong flight however not pleasant due unpleasant seats Waiting time Brussels luggage minutes acceptable,7,London Heathrow to Brussels,Belgium,2024
3566,2024-03-14,Boarding started delay minutes everybody could see members team arrive en minutes announced boarding time We wait outside nearly minutes It hot Unfortunately flying Barbados London Club Class underwhelming experience BA not performing great performance international flights anymore Lucky new configuration As welcome aboard Champagne fruit juice glasses filled level one inch A far cheaper brand Champagne Heidsieck Monopole ros Champagne available Wines also poor French wine Cognac also not available anymore My meal sub par steak replaced beef stew FA made clear dessert cheese not After hours flight ice available Minimal information flight deck breakfast not suitable business class Some FA friendly others not Far pleasant experience despite high fares,3,Barbados to London heathrow,Belgium,2024
3567,2024-03-12,Absolutely horrible customer service never fly We left Toronto London missed connecting flight London Mumbai book different airline pay costs They cancelled return flight weeks later Mumbai Toronto without notifying us We happened find tried check day We stuck Mumbai small kids return flights First last time flying,1,Toronto to Mumbai via London,Canada,2024
3568,2024-03-11,BA not used As much I like onboard crew check staff lacked interest job safety At point make eye contact ask Security questions counters opened minutes late Crew CPH wonderful announcements loud many maybe I grumpy Took less get LHR self service transfer LGW breeze Crew POS sector OK aisle Seat bumped cabin crew booty continuously hours Not fault could never relax fully One Caribbean Crew excelled joined Carnival spirit passengers feeling onboard I wonder BA management ever tasted food onboard Absolutely tasteless worst I saved choosing BA KLM reason I chose Them KLM definitely league BA many aspects need change airports,7,Copenhagen to Port of Spain via London,Denmark,2024
3569,2024-03-10,BA First not even best business class sky Cabin long tooth Service extremely inattentive lackadaisical Been waiting hour offered dinner drinks dessert Nothing Just awful value money,1,Los Angeles to London,United Kingdom,2024
3570,2024-03-05,The worst business class experience Ground crew Singapore friendly I ended switching lounges BA QF The aircraft late hour The cabin crew business class unfriendliest crew I experienced No one smiled not welcomed board No body checking though flight wanted anything I found seat sat waited someone offer refreshment Nobody came A stewardess approached passenger sitting infront offer refreshment said looked made eye contact looked walked straight past Observing passenger crew not assist ladies struggling put carry luggage overhead During entire flight staff felt like hated flight not want work When disembarking walked past crew not one saying goodbye thank passengers The food I average I cocktail OK The wine selection average,3,Singapore to Sydney,Australia,2024
3571,2024-03-04,Quite possibly worst business class I ever flown It barely rates premium economy BA suggesting offering premium seating regional routes Europe On routes BA crammed seats close together experience like flying discount airline Buyer beware point upgrading business class ensuring middle seat empty bag board first The seats extremely uncomfortable really reclined There flight entertainment not even app many discount airlines use regional flights Once upon time BA used good airline maybe still long haul truly awful short haul five hour flight actually short haul Might well save money book cheaper airline Staff courteous professional issue quality product price,1,Cyprus to London,Canada,2024
3572,2024-03-04,I never flying BA This first last I flying Singapore transit Sydney Auckland destination Firstly hour delay flight Singapore That fine I received email advance could head slightly later I confirmed staff Singapore I make fine connecting flight since hour delay vs hours transit I arrived Sydney flight fine BA staff decent I knew close boarding time I rushed checks get international transit flight We ushered downstairs catch shuttle bus After queuing long time scanned boarding pass said I taken flight I not notified prior find transfer desk request book connecting flight I rushed quickly I could waste time The lady Qantas rep told I needed speak Menzies rep matter She gave instructions find Menzies rep I rushed boarding gate Asiana flight speak Menzies rep busy boarding passengers So I waited side passengers board told head another transfer desk book connecting flight There disgruntled passengers I arrived The next available flight night This meant I arrived Sydney wait close hours get next flight As I not Aussie visa not need one per booked flights I not granted day stay given meal voucher sent hunt good place rest sleep nap Many cafes restaurants rejected meal voucher way I finally got food Ultimately booked flight delayed another mins The stress anxiety fatigue hassle caused BA poor booking system I filed formal complaint request compensation waiting hear back,1,Singapore to Auckland via Sydney,Singapore,2024
3573,2024-03-04,On trip Mexico City I opportunity experience BA long haul business class first time extremely underwhelming First boarding flight Mexico city done buses Every inch bus filled passengers even breath The Club World experience not personalised make feel special The flight crew giving welcome drinks giving free food food bank I offered non alcoholic choice due sitting last row business class cabin The rude serving attitude happened flight attendant serving ice cream mid flight way He literally threw ice cream head I middle seat covered sides makes flight attendants hard reach The striking issue cabin state seats They old style yin yang seats looked pretty old storage space functionalities working struggle My entertainment screen not working well quite unstable When flight attendants playing security way neither seats area playing safety video flight attendants demonstrate security instructions manually On way crew opened screen security demonstration kept closing When I asked way keep screen open flight attendant joked saying I tell pilot fly angle screen pulled stay open I found attitude unacceptable The screens old bad quality I quite underwhelmed food provided board They looked great menu card quite bad served I would not recommend BA business class product based experience,3,London Heathrow to Mexico City,United Kingdom,2024
3574,2024-03-02,I upgraded check Club Europe seat D excellent experience BA The check airport quick smooth friendly staff Once fast track I headed Galleries lounge LHR T exceeded expectations The food really good I superb view runway The flight great Some people remarked legroom good even Club Europe I found fine hour flight Afternoon tea delicious Cabin crew excellent I airport minutes landing BA superb job flight,10,Heathrow to Oslo,United Kingdom,2024
3575,2024-03-01,I bought return trip BA Webjet Australia last year I would fly Sydney Porto middle June problem But I return earlier Australia So I requested change dates March January I point BA partners changed details return flight many times That not problem The problem although I flexible dates refused fly back I buy ticket another company travel Australia Later I asked change return date January next year Again turned I keep mind negative experience BA booking future trips,1,Sydney to Porto via Singapore / London,Australia,2024
3576,2024-02-29,Poor start finish Six months purchasing tickets I added extra bag exorbitant cost transaction failed make system I rang BA customer services cut without reply At LHR manager summoned verify printed receipt payment I assured would problem return trip Wrong Same experience LIS On board hour delay late discovery technical fault Old plane uncomfortable seat minimal legroom Soggy cookie small bottle water offered free Return trip even uncomfortable seat made worse extra recline passenger front enjoyed due knackered seat Once upon time BA stood something No longer Next time TAP much newer planes,3,London Heathrow to Lisbon,United Kingdom,2024
3577,2024-02-29,Communication customer service non existent make pay seat return flight Madrid London ticket premium economy On time check able BA MAD not MAD LHR Madrid issued boarding pass changed seat F F worst seat ever explained rudeness Madrid plane changed That section Business premium send back apologies answer complaints low cost airlines treat better refund seat received zero apologies,2,Madrid to London via Buenos Aires,United Kingdom,2024
3578,2024-02-23,That supposed flight cancelled hours takeoff After nearly months BA finally responded compensation claim confirming I due statutory compensation Another months later still not received despite chasing According BA bank must lost payment apparently problem From experience great airline customer service better worst low cost carriers,1,Pisa to London Heathrow,United Kingdom,2024
3579,2024-02-21,Have fear BA flight operated Finnair The business class seats offer leg room BA offering service could not better Food BA good Excellent flight arriving much ahead schedule delay disembarking one available LHR pilot bridge,10,Malaga to London Heathrow,United Kingdom,2024
3580,2024-02-17,We flown BA five times western USA England Always decent service Never If problem website impossible navigate It terrible takes endless repeating circles loops never lead resolutions They lost suitcase We spent hours upon arrival Lisbon trying navigate website It frustrating fruitless Three days trip still waiting clothing toiletries electronics Can talk real person No It impossible We even quit thinking spent secure seats Economy turned extra legroom We paid extra nothing We done BA Whoops not quite We still get home,3,Phoenix to Lisbon via London,United States,2024
3581,2024-02-17,London Heathrow Istanbul start half term school holidays flight busy indeed Boarding quite well managed neatly presented pleasant gate agents one went way assist elderly passenger mobility issues I felt singled member BA crew insisted small bag taken checked Other passengers large bags not stopped taking onto flight During flight I felt staff member unprofessional towards I aisle seat spoke length couple sitting next country origin I may well invisible The member cabin crew disappeared returned selection drinks snacks Business class compatriots He managed spill liquid not even acknowledge The A clean IFE not even route map follow journey It rather clinical flight exceptionally basic I received small bottle water two broken digestive biscuits The wifi not work ridiculous skyshop not accessible either I asked coffee cabin crew member kissed teeth Is low BA fallen I also noted tension member cabin crew colleagues This not good enough Disembarkation remarkably orderly civilized captain made effort engage passengers flight sensible updates,3,London to Istanbul,United Kingdom,2024
3582,2024-02-16,Jan th I booked last minute transatlantic flight Ireland attend funeral close friend mine So nature trip bad enough It not vacation On transatlantic leg flight BA airline It terrible experience A baby crying right next good portion flight That not BA fault continue set stage Mid flight close bathrooms middle plane I seat J right behind one bathrooms They started leaking sewage passenger compartment I could see water coming toward soon feet As imagine smell great It made bad trip worse got new pair boots I contacted BA explained great detail happened Their response essentially Sorry I contacted verify formal response They responded offering euro voucher use future BA flight little value I contacted giving another chance make right Nothing It not fault screaming baby fault restrooms overflowed created disgusting mess soiled boots It fault made effort make right This not inconvenience It health safety issue As far I tell I one got sewage feet I think completely unacceptable everything I avoid flying BA future,2,"Austin, TX to Shannon, Ireland via Austin",United States,2024
3583,2024-02-11,I British Airways Gold Guest List member Lifetime privileges In spite I given Britsh wherever possible I take ten trans ocean trips year I fortunate able fly First Class unfortunately British longer First Class product sell one name First Class prices fairness deliver would consider good Business Class experience I point airlines sell Business Class fact better British First Class experience Qatar Emirates I flown many millions miles British Last week I completed around world trip Emirates Qantas A In millions BA miles I never experience good I experience EK Qantas A long time ago food beverage service BA truly extraordinary today would bit stretch even call ordinary sad decline Seat comfort First lounges food beverage need serious rework If First Class traveler British not option Sad truly sad,5,London to San Francisco,United States,2024
3584,2024-02-08,Another case reviewing British Airways flights not actually provided I booked several months ago London Casablanca via Madrid Madrid Casablanca leg Iberia returning Marrakech direct BA First Marrakech flight cancelled I rebook Royal Air Maroc Now BA changed London Madrid leg operated Iberia So instead booking ba com legs operated BA I none BA flights not transfer paid seat selection London Madrid I got arrange refund payment What point airline offering service taking money service decide later not bothered provide paid good faith Only giving I not mark zero reflect zero service received,1,London Heathrow to Casablanca,United Kingdom,2024
3585,2024-02-06,On memorable day January th family I embarked journey London Heathrow Terminal destined Glasgow Little anticipate series events would unfold shaping travel experience tale exceptional service unwavering dedication As navigated bustling corridors airport journey encountered unexpected hurdle It juncture I found grappling booking complications compounded banking delays Amid quandary I sought assistance British Airways personnel Terminal hoping salvage travel plans Enter Mr Sathies beacon hope amidst chaos With demeanour exuding empathy professionalism Mr Sathies swiftly assessed situation hand Despite setback wasted time springing action exploring every avenue mitigate impact unforeseen challenges faced The sequence events unfolded remarkable clarity Mr Sathies tirelessly liaised various stakeholders including senior colleagues managerial counterpart Mr Gurvir Singh Dhillon Their collaborative efforts culminated solution exceeded expectations Through Mr Sathies unwavering dedication Mr Gurvir Singh Dhillon steadfast support travel arrangements salvaged without incurring additional costs Despite initial uncertainty family I able proceed journey embarking flight Glasgow renewed sense gratitude appreciation exceptional service rendered British Airways As I reflect upon precise sequence events transpired fateful day I filled profound gratitude towards Mr Sathies Mr Gurvir Singh Dhillon entire British Airways team Their meticulous attention detail unwavering commitment customer satisfaction reaffirmed faith British Airways paragon excellence within aviation industry,8,London Heathrow to Glasgow,Nigeria,2024
3586,2024-02-05,I not actually get fly BA cancelled flight days notice refused offer acceptable alternative resulting people losing holiday river cruise Since appears standard protocol ignored every communication regarding obligations compensation I option pursue via official channels,1,London Heathrow to Berlin,United Kingdom,2024
3587,2024-02-02,We possibly worse check experience ever ever It took nearly minutes phone calls numerous staff check us redemption flight account Utterly bizarre situation procedure done without hitch last years Once onboard disappointed old style Club World seats meaning stepping fellow passengers use toilets Why earth still use feel dated The saving grace quite often case fabulous cabin crew amazing I fed back BA direct sing praises Fingers crossed return leg,6,London to Miami,United Kingdom,2024
3588,2024-01-30,I flew LHR ATH Club Europe BA Dec transfer JAL flight back Tokyo At first I great expectations services I would enjoy board partly flight time less hours seat configuration Club Europe typical European Business Class middle seat empty Afterward board remembering I took route BA years ago I got feel relaxed unobtrusive courteous services When I asked champagne refill couple times benign smile would come,9,Athens to London,Japan,2024
3589,2024-01-29,I like British Airways World Traveller Plus product The seats comfy food good The crew flight attentive friendly especially CSM came round introduced us made sure comfortable The bars closed half way flight Cancun uplift alcoholic drinks Cancun Juice water tea coffee available Very full flight My criticisms British Airways Premium Economy feels like actively try split families unless pay pre book seats The majority drinks served plastic not glass There inflight snacks available hour flight It upgraded version Economy airlines like Qantas Singapore Airlines Business minus Still worth extra though,8,London Gatwick to Cancun,United Kingdom,2024
3590,2024-01-28,I come boarding cabin luggage taken plane full I asked take cabin I large notebook electronics nothing changes So I sitting plane holding notebook several packs luggage think I stand stuff hands passport control line Warsaw Other people around come plane cabin luggage,3,London to Warsaw,Ukraine,2024
3591,2024-01-26,Stinking nappies changed business cabin throughout flight Miami Four us one family travelling British Airways business I British Airways gold card member I member British Airways Executive Club since We ever fly British Airways first class business class It become habit fly BA trust safety We regular long haul flights booked British Airways first business next year We often fly USA Both wife I used Virgin Atlantic gold cards however sadly returned BA Virgin not first class seat product Even service virgin gold card department scale absolutely brilliant loved Virgin lounge Heathrow Our flight Miami British Airways one double decker aircraft These big I believe contributed appalling service Perhaps familiarity breeds contempt however whether business first I view BA aircraft dirty buses sky The food not much better However flight distinguished smell poo throughout journey caused mothers babies changing nappies within business class cabin instead WC Try enjoying lunch glass wine air around permeated smell poo There must three four babies nappies changed regularly cabin I put screaming helped not poo Cabin crew nothing despite asked I Telephoned BA customer services ended speaking lady Manchester BA office told BA cabin crew many years She told changing nappies cabin not allowed completely unacceptable particularly awful passengers trying enjoy meal My wife I flying first class British Airways USA April also first class tickets USA booked December I sent complaint BA customer relations behalf four members family travelled British Airways December Miami LHR put disgusting smells times quite dreadful I received response offering voucher Avios given cost four business class flights Miami London British Airways value loss enjoyment travelling stinking cabin per passenger Given I gold card holder extremely good customer clearly top one percent BA customers gold cardholder behave God knows behave everybody else All I tell flying Virgin Atlantic I Gold member highly positive When children young used fly BA first class times would not dream changing nappy cabin Not cabin When I complained British Airways I asked changing nappies first class would allowed dinner service ignored question I numerous business class flights booked BA course next months well first class flight booked,2,London Heathrow to Miami,United Kingdom,2024
3592,2024-01-23,Worst service ever Lost baggage delayed flight missed connection one helping get back British Airways website broken let fill missing report give missing file report number way contact British Airways dumbest ever AI chatbot,1,Boston to Düsseldorf via London,Germany,2024
3593,2024-01-21,BA JAN Did not appreciate unprofessional attitude pilots Flight scheduled departure Advised boarding time Whole flight full passengers waiting gate board cabin crew board pilots board Sao Paulo Airport Duty Free branded shopping bag flight still boarding Finally pushes back minutes late Captain came intercom announce delay due traffic crew hotel airport Sorry Captain whole plane saw pilot colleagues board fifteen minutes cabin crew clutching duty free pilot colleagues still made time stop,6,Sao Paulo to London Heathrow,United Kingdom,2024
3594,2024-01-18,Not great experience I could not check online two separate parts BA computer system not talk At LHR delightful check clerk sorted quickly manually We boarded time luggage loading halted Captain spotted technical issue engineer called By time sorted missed slot took hour behind schedule The flight uneventful plane clearly seen better days legroom appalling handout small bottle water soggy cookie made one wish days flying BA meant something special Next time Jet,3,London Heathrow to Lisbon,United Kingdom,2024
3595,2024-01-18,I excited fly BA I not travelled long haul yrs I travelled Australia many occasions I pretty much travelled Terrible experience BA become Ryanair long haul travel riding previous good name reputation We delayed hrs terminal offered one glass water last minute meal additional drinks offered The charging points outdated work family five travelling The flight entertainment also outdated movies available poor compared airlines The food atrocious flew BA LHR HongKong return Cathay HK Australia return comparison vast We offered pre meal drinks snacks drinks meal menu flights knew choices quality food vastly better Cathay Our luggage lost nearly two hours Hong Kong arrived London one bags badly damaged unusable The redeeming part crew return flight amazing Severine angel helped make journey pleasant kids,2,London to Hong Kong,United Kingdom,2024
3596,2024-01-17,I want warn everyone worst customer service experience ever It really looks like British Airways customer service phone trained not help anyway create problems rather solving Last week called British Airways make reservation family At time explained customer service representative wanted make booking pay transfer miles American Express The representative told us could not make reservation miles account asked us contact American Express make transfer booking could made The conversation recorded British Airways could checked We immediately called AMEX within minutes solicited transfer K miles AMEX clearly stated us whether sure transfer not reversible We said fine since checked previously British Airways We called British Airways immediately make reservation Miami They confirmed miles arrived account surprise told us space not even one seat Miami could not use miles We explained situation led believe could flight miles transferred miles went deaf ears We called German office absolutely unhelpful also called UK customer service unhelpful No manager able open flight us miles kept repeating not possible even though paid flight got seats also seats available would gold status In end British Airways took absolutely responsibility causing problem not give us solution kept miles pay trip Miami With service customers company not business Every time call made us wait minutes answer put us hold I days waiting talking British Airways hours day line minutes time We told lady agent hang phone I long phone customers And not customers They never help us,1,Dusseldorf (DUS) to Miami (MIA),Germany,2024
3597,2024-01-16,Paid business class travelling Cairo London Heathrow I got economy seat Only difference economy middle seat vacant Couldn recline entertainment hr flight uncomfortable seat disgusting food Put formal complaint days ago reply BA account X hacked Got approached scammers posting even flagging BA nothing done Just disgusting Avoid,1,Cairo to London Heathrow,United Kingdom,2024
3598,2024-01-15,The plane extremely dirty chocolate smudged mine children seats I wipe seats After landed I immediately realized I left camera bag airplane overhead cabin They would not let back plane security reasons I went The British Airways team ground refused contact cabin crew threw massive fuss manager reluctantly agreed point cabin crew disembarked Now weeks sign camera assumed stolen I complained British Airways I get automated generic response keep checking Lost Property Zero customer service regular customers could mitigated willing help beginning disappointed,1,Dublin  to London Heathrow,Ireland,2024
3599,2024-01-12,Overall journey bad however end baggage arrival nearly took hours actual flight time Baggage flights arriving delivered whereas baggage staff airport clue information baggage flight arrived They raised hands saying anything Poor communication customer facing skills,4,Glasgow to London,United Kingdom,2024
3600,2024-08-05,I flew internationally first time life delay end missed connecting flight destination When I asked help ahead time I told run next gate Needless say I missed flight There three British Airways employees customer service desk I next line Heathrow two went break despite ever growing line due multiple people missing flights airlines similar circumstances After additional minutes waiting assistance I given receipt not boarding pass caused issues next connecting flight Barcelona Rome coordinated British Airways And outbound trip On return trip British Airways flight ended landing minutes late landed connecting flight boarding downstairs exit gate I denied entry connecting flight I minutes past time started board delay British airways The boarding close hour leave another hour half later according notifications phone So instead helped I denied entry I missed beginning boarding minutes due connecting flight delay Again I waited customer service line Heathrow reschedule flight I already boarding pass hand I still made final destination I not recommend Heathrow Airport either The British Airlines employee came saw upset denied board return flight asked happened Her solution problem not fly British Airways future Thanks lot lady I already figured I given meal voucher bus voucher hotel voucher due many inconveniences I not flown airlines ever life I issues Thankfully I checked bags I not speak effect,1,Rome to Philadelphia via London,United States,2024
3601,2024-08-03,BA subsequent delays postponed departure times initial passengers gathering already assigned gate crew ready board aircraft ready outside decided cancel flight Reason provided intercom absence pilots All passengers told hotels could booked everyone note follow Rage mounted amongst us Brits done without response Myself others reasons insist till AM The crew kept saying rebooking possible apart automated one expected us cross Europe get destination hotel booking power either Well liars After hours pushing raging one person came hotel bookings roughly us kept fighting Liars also another reason one angel told us way rebooked But one took apart suggested way worked It meant breaking rules made mess sort With hours sleep hours I managed get back I I committed avoid BA much I shall able Some clerks told impossible working cuts save money company runs pretty bad financial waters Hubs Heathrow almost presence passengers checking bags bag drops spending hours phones expenses BA messes frequently lately It pity seeing decay time change leadership team CEO,1,London to Bologna,Italy,2024
3602,2024-08-02,It embarrassing word British attached airline The service substandard every way possible exception food couple stand staff I accept delays technical problems happen How handled opinion not responsible left everyone plane hours midnight disembarked saying hotels available staff unload luggage The plane inevitable people young children elderly All left fend Several times mentioned worry duty care really none Singapore London flight not wifi enabled cram business class seats across width Comfort service not reflect price well leading airlines avoid cost,1,Sydney to London,Australia,2024
3603,2024-08-02,Flight cancelled due bad weather BA contacted email immediately provided alternative booking well link suggestion different flight convenient Clicked link assisted promptly service rep rebooked sent details within minutes Great customer service BA well done,10,Dublin to London Heathrow,United Kingdom,2024
3604,2024-07-30,British Airways oversold LHR LAX flight I booked months advance paid full actually paid extra fly Airbus A Tried check online day flight got unknown system error check Arrived LHR hours early none BA kiosks worked manual check understaffed BA staff unhelpful Insane queue times lots frustrated passengers line Denied boarding gate flight oversold explanations apologies constantly ignored BA staff patience listen situation helpful Finally gate manager books alternate flight Paris CDG supposedly connect Air France flight We get CDG told Air France flight full idea BA manager bumped AF flight also full That insult injury bumped twice Went BA desk CDG help told us call BA even provide phone number told us look online On top luggage lost somewhere BA AF Paris CDG I American citizen speak perfect English I feel completely humiliated treated like second class citizen multiple BA staff whole ordeal Mostly ignore bounce one counter another without even trying listen problem Zero accountability Will never ever fly BA Absolute worst travel experience life,1,London to Los Angeles via Paris CDG,United States,2024
3605,2024-07-30,I travelled London Doha July th I physically check BA Business T I ongoing connection Doha flight code share Qatar I paid flight Qatar paid seat online I could sit I like sit I got check discovered I reseated elsewhere cabin told policy basically shut I discovered BA not recognise Qatar frequent flyer rules despite sharing Avios points I Gold card holder Qatar affords extra kilos baggage BA tried tell I pay After arguing eventually accepted The Lounge packed staff less helpful I tried get answers seat reassignment I told I would get money back chance even try The flight boarded bus journey took minutes get terminal aircraft I guessing another terminal took long get Why not board us terminal rather drag us airport Finally got onto plane BA staff not friendly wonder ranked th I realise privilege allowed step onto BA flight departed minutes late Myself many travellers connections meant I either going miss connection I would manage make connection luggage Would BA flight crew help board figure connection eventually came tell haughty attitude We landing minutes earlier give full minutes make connection Landing early not mean getting gate earlier usually takes least minutes landing gate another jetway attached lucky sitting near door straight not minutes disembark want helpful say stupid things people frequent travellers As turned I sitting near door run plane Qatar assist I run A gates way C gates make connection not short distance year old luggage not make Many others not fortunate make connections Why put page flight entertainment connections not going provide information public information look line aircraft access WiFi satellite communication I fail understand information not captured displayed I complained BA got wishy washy email number excuses mention seat refund I got paltry voucher I supposed use another BA flight kidding I not sure I want experience However I recently discovered frequently travelled destinations really serviced BA I want fly reasonable hour day go Europe avoid expensive I consider one worst airlines I ever flown getting worse minute Fly absolutely good luck,3,London Heathrow to Doha,United Kingdom,2024
3606,2024-07-28,When dropping luggage luggage drop Toulouse airport I travel pram confiscated I forced take sleeping year old arms traveling alone I told staff outsourced British Airways check passengers yoyo prams accepted board I corrected yoyo type prams contested told yoyo prams would allowed I insisted keep sleeping year old pram I would not permitted board flight London This happened families forced go oversized baggage area airport To clarify pram Silver Cross Jet stroller pushchair I specifically purchased conform British Airways specifications I required carry toddler mins security another mins waiting board plane I allowed early boarding moved seat stand side staff options sit At Heathrow I required carry toddler approx mins go passport check luggage claim mentioned previously I traveling alone child support All despite purchasing expensive pram fit requirements coming airport prepared pram I sure agree unacceptable illegal force passengers purchase specific brand products order able keep child travel pram In addition plane I installed Kids Fly Safe Cares Child Airplane Safety Harness son The cabin crew proceeded tell not allowed I go website show incorrect I fact within rights Then landing crew gall tell put harness son mandatory I asked mandatory I bring harness British Airways discriminatory airline parents traveling children needs change My advice treat mom traveling alone sleeping toddler like rubbish confiscate travel pram within regulation forcing worst travel experience possible,1,Toulouse to London Heathrow,United Kingdom,2024
3607,2024-07-19,If fly First Class fly British Airways VERY uncomfortable seats You even get seat person front seat reclined need recline seat You pick ANYTHING floor flight bend touch floor enough space If long legs think going comfortable soon person front puts chair back knees WILL CRUSHED Terrible food Terrible plane Terrible air hostesses Terrible flight unfortunately I fly back home,1,San Diego to London,United States,2024
3608,2024-07-16,Singapore Heathrow Business class A Premium Economy Plus experience From economy class sized toilets badly designed coffin shaped Business class pods experience substandard business class experience Business class pod storage small drawer FOOT pod The privacy screens opaque plastic sheets kept awake neighbour screen lights pod When seat made coffin shaped bed cold hard plastic seat moulds unpleasant surprise turn sleep You choice neighbour step calf height footrest hopefully not brushing feet step neighbour feet footrest With footrest heaven forbid try lever comfortable position slightest pressure causes footrest collapse floor level position If aisle seat open aisle kiss goodbye privacy not view passengers crew lean serve neighbour food talk neighbour privacy screen,1,Singapore to London,New Zealand,2024
3609,2024-07-15,I reported damaged ruined suitcase weeks ago I still awaiting reply I think twice booking BA Customer Service shocking say least I followed British Airways least emails per week requesting update joy far,1,Glasgow to Munich via Heathrow,United Kingdom,2024
3610,2024-07-09,On March st I flew Berlin S Paulo BA encountered several issues My first flight delayed several hours causing miss connection London Heathrow Upon arriving airport midnight I given hotel voucher However hotel designated BA rudely denied check claiming fully booked I return Heathrow AM found different hotel paying taxi pocket As result complications I arrived S Paulo hours late Despite efforts assert rights seek reimbursement taxi BA customer service extremely poor Their phone lines non functional emails answered automatically appropriate channels requests not responsive since first week March This experience left extremely disappointed especially considering high standard service I associated BA,1,Berlin to São Paulo via London,Germany,2024
3611,2024-07-05,The WORST customer experience British Airways BA effectively robbing people They not help show compassion My partner I fell ill doctor note stating fly BA said hold flight amount voucher valid year Fair enough Caveat not stated us must call not usable holiday packages However using voucher nightmare We use tickets original long haul refuse refund half amount BA customer service awful rude effectively stealing us This policy must stop We feel held hostage solution,1,London to Corfu,United Kingdom,2024
3612,2024-07-01,Had cancel flight months advance due change schedule I flying American Airlines British Airways Selected seats I attempted get refund selected seats AA refunded issue BA refused despite companies similar policies Avoid fly anyone else Customer service joke taking weeks respond email giving justification I told phone,1,Toronto to London,Canada,2024
3613,2024-06-30,Flight cancelled reason given less h departure The earliest offered replacement terrible use app days later unacceptable Their phone lines not work would reject call due overwhelmed Even submitting claim website frustrating due terrible interface Overall terrible company wholly inadequate customer service,1,London Gatwick to Verona,United Kingdom,2024
3614,2024-06-26,This route I fly regularly Used first class security lounge good Lounge surprisingly not busy Was great see departing dreaded A bus gate flight time Boarded ready go time Six passengers show A minute delay offload bags depart longer actual flight There better process fast tracking Hence finally arrived Paris mins late On plus side cabin crew great even personal welcome inflight manager happens less less days,6,London Heathrow to Paris CDG,United Kingdom,2024
3615,2024-06-23,While BA may made positive improvements Club World product World Traveler product catering leaves much desired The first meal service slow hours serve meal The portions incredibly small chicken dish contained maybe pieces chicken pieces broccoli piece unknown food Small snacks available flight real let snack landing Vancouver It bizarre tasting chicken pastry wrap much chicken not taste like pastry It sweet mushy salty The seats although not exactly spacious tolerable although aisles narrow cabin crew passengers frequently bumped walking aisles Cabin crew generally responsive passengers request twice flight came aisles drinks However poor level catering made frustrating trip I certainly not recommend BA,3,London Heathrow to Vancouver,Canada,2024
3616,2024-06-23,British Airways new Club Suite marked improvement older Club World seats The new Club Suite offers fair amount privacy especially screen door closed includes direct aisle access When fully reclined seat converts fairly spacious bed although I found surface side bit hard uncomfortable sleep The catering board fairly good tasty appetizers main course generally well cooked although cabin crew slow meal service It took almost hours departure Vancouver meal service completed Prior arrival light breakfast served contained croissant small egg bacon sandwich mango puree BA catering flight generally good Unfortunately upon arrival Heathrow passengers wait minutes checked baggage arrive No explanation given not single member ground staff came assist passengers provide information checked baggage would arrive This frustrating end otherwise fairly enjoyable trip Club World left poor last impression BA,5,Vancouver to London Heathrow,Canada,2024
3617,2024-06-18,Four pleasant time flights friendly helpful staff The guy LHR SFO leg exceptional I regret I forgotten name Only negative food SFO LHR leg The advertised filet steak akin stewing steak inedible Sadly not occasion I food US UK flights sub standard Otherwise happy recommend BA,9,Belfast to San Francisco via London,United Kingdom,2024
